web-scraper-order,web-scraper-start-url,Listing,Price,Shipping,Total sold,Revenue,Bids,Date
"1700761440-2112","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 (128 GB) - Mitternacht NeuApple iPhone 13 (128 GB) - Mitternacht Neu","$843.57Fixed price","$5.950% Free shipping","14","$11,809.91","–","Apr 6, 2022"
"1700761440-2113","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 128GB Smartphone Schwarz Midnight - GutApple iPhone 13 128GB Smartphone Schwarz Midnight - Gut","$659.82Fixed price","$0.00100% Free shipping","16","$10,557.12","–","Nov 15, 2023"
"1700761440-2114","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 - 128GB - SCHWARZ - MITTERNACHT - SIMLOCKFREI - WIE NEUApple iPhone 13 - 128GB - SCHWARZ - MITTERNACHT - SIMLOCKFREI - WIE NEU","$719.68Fixed price","$0.00100% Free shipping","14","$10,075.50","–","May 13, 2023"
"1700761440-2115","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 128GB Schwarz Mitternacht Midnight Black Smartphone ungeöffnetApple iPhone 13 128GB Schwarz Mitternacht Midnight Black Smartphone ungeöffnet","$801.38Fixed price","$0.00100% Free shipping","14","$11,219.37","–","Apr 1, 2023"
"1700761440-2116","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 128 GB Green Grün Wie Neu Smartphone ohne Simlock BlitzversandApple iPhone 13 128 GB Green Grün Wie Neu Smartphone ohne Simlock Blitzversand","$740.62Fixed price","$0.00100% Free shipping","14","$10,368.69","–","Mar 29, 2023"
"1700761440-2117","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 128GB mitternacht Smartphone ohne Simlock - Zustand akzeptabelApple iPhone 13 128GB mitternacht Smartphone ohne Simlock - Zustand akzeptabel","$540.65Fixed price","$0.00100% Free shipping","16","$8,650.47","–","Nov 16, 2023"
"1700761440-2118","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size image Apple iPhone 13 - 128GB - Mitternacht inkl. Silikon & Schutzglas Apple iPhone 13 - 128GB - Mitternacht inkl. Silikon & Schutzglas","$789.30Fixed price","$11.1792% Free shipping","13","$10,260.85","–","Nov 12, 2023"
"1700761440-2119","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageAPPLE iPhone 13 128GB 5G Smartphone Dual SIM eSIM 4GB RAM alle Farben | NEU OVPAPPLE iPhone 13 128GB 5G Smartphone Dual SIM eSIM 4GB RAM alle Farben | NEU OVP","$793.32Fixed price","$0.00100% Free shipping","13","$10,313.18","–","Sep 4, 2022"
"1700761440-2120","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 128GB iOS Smartphone Schwarz Midnight - Sehr GutApple iPhone 13 128GB iOS Smartphone Schwarz Midnight - Sehr Gut","$726.01Fixed price","$0.00100% Free shipping","13","$9,438.14","–","Nov 21, 2023"
"1700761440-2121","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageAPPLE iPhone 13 128 GB Blau Dual SIMAPPLE iPhone 13 128 GB Blau Dual SIM","$851.56Fixed price","$0.00100% Free shipping","13","$11,070.29","–","May 14, 2023"
"1700761440-2122","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 128GB Mitternacht Smartphone - NEUWERTIG - DE HÄNDLER!!Apple iPhone 13 128GB Mitternacht Smartphone - NEUWERTIG - DE HÄNDLER!!","$766.34Fixed price","$0.00100% Free shipping","15","$11,495.05","–","Jun 20, 2023"
"1700761440-2123","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 128GB blau Smartphone ohne Simlock - Hervorragend - RefurbishedApple iPhone 13 128GB blau Smartphone ohne Simlock - Hervorragend - Refurbished","$740.31Fixed price","$0.00100% Free shipping","13","$9,624.00","–","Aug 22, 2023"
"1700761440-2124","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 - 128GB - Grün (Ohne Simlock) MNGK3ZD/A - Neu Versiegelt Apple iPhone 13 - 128GB - Grün (Ohne Simlock) MNGK3ZD/A - Neu Versiegelt","$810.57Fixed price","$0.00100% Free shipping","12","$9,726.82","–","Mar 1, 2023"
"1700761440-2125","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageAPPLE iPhone 13 - 128GB - GRÜN - GREEN - SIMLOCK FREIAPPLE iPhone 13 - 128GB - GRÜN - GREEN - SIMLOCK FREI","$770.27Fixed price","$0.00100% Free shipping","12","$9,243.29","–","Feb 2, 2023"
"1700761440-2126","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 - 128GB - Mitternacht - NEU OVP - (5G) Ohne Simlock 4GB RAMApple iPhone 13 - 128GB - Mitternacht - NEU OVP - (5G) Ohne Simlock 4GB RAM","$811.41Fixed price","$0.00100% Free shipping","13","$10,548.33","–","Jan 26, 2023"
"1700761440-2127","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 5G 128GB Blau iOS Smartphone 6,1Zoll Super Retina XDR DisplayApple iPhone 13 5G 128GB Blau iOS Smartphone 6,1Zoll Super Retina XDR Display","$784.07Fixed price","$0.00100% Free shipping","12","$9,408.81","–","May 11, 2023"
"1700761440-2128","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 128GB Blue Blau Ohne Simlock Ohne Branding 5G NEUApple iPhone 13 128GB Blue Blau Ohne Simlock Ohne Branding 5G NEU","$810.34Fixed price","$0.00100% Free shipping","12","$9,724.06","–","Jul 29, 2023"
"1700761440-2129","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 128GB Grün - Zustand: BrandneuApple iPhone 13 128GB Grün - Zustand: Brandneu","$810.42Fixed price","$0.00100% Free shipping","12","$9,725.03","–","Sep 10, 2022"
"1700761440-2130","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 128 GB grün Smartphone Handy Sehr gut refurbishedApple iPhone 13 128 GB grün Smartphone Handy Sehr gut refurbished","$684.64Fixed price","$6.4483% Free shipping","12","$8,215.63","–","Apr 20, 2023"
"1700761440-2131","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone13 - 128GB - Polarstern **Neu**Apple iPhone13 - 128GB - Polarstern **Neu**","$781.04Fixed price","$0.00100% Free shipping","12","$9,372.47","–","Apr 11, 2023"
"1700761440-2132","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 128GB Starlight Smartphone ohne Vertrag MLPG3ZDA - NeuApple iPhone 13 128GB Starlight Smartphone ohne Vertrag MLPG3ZDA - Neu","$795.42Fixed price","$0.00100% Free shipping","12","$9,545.02","–","Nov 23, 2023"
"1700761440-2133","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 128GB blau Smartphone ohne Simlock Gut – RefurbishedApple iPhone 13 128GB blau Smartphone ohne Simlock Gut – Refurbished","$611.52Fixed price","$0.00100% Free shipping","12","$7,338.26","–","Nov 20, 2023"
"1700761440-2134","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imagePhone 13 128GB Grün ---Apple Garantie + Garantie vom VerkäuferPhone 13 128GB Grün ---Apple Garantie + Garantie vom Verkäufer","$823.89Fixed price","$0.00100% Free shipping","11","$9,062.76","–","Aug 13, 2023"
"1700761440-2135","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageAPPLE iPhone 13 - 128GB - GRÜN - GREEN - SIMLOCK FREI - WOWAPPLE iPhone 13 - 128GB - GRÜN - GREEN - SIMLOCK FREI - WOW","$819.80Fixed price","$0.00100% Free shipping","12","$9,837.61","–","Sep 2, 2022"
"1700761440-2136","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 5G 128 GB weiß 6,1 Zoll Smartphone Retina XDR Display IP68Apple iPhone 13 5G 128 GB weiß 6,1 Zoll Smartphone Retina XDR Display IP68","$732.85Fixed price","$0.00100% Free shipping","11","$8,061.37","–","Nov 11, 2023"
"1700761440-2137","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 - 128GB - Mitternacht (Ohne Simlock)Apple iPhone 13 - 128GB - Mitternacht (Ohne Simlock)","$890.20Fixed price","$0.00100% Free shipping","15","$13,353.07","–","Mar 9, 2022"
"1700761440-2138","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageAPPLE iPhone 13 5G 128 GB 6,1 Zoll Duale 4K Kamera weiß MLPG3ZD/A B-WAREAPPLE iPhone 13 5G 128 GB 6,1 Zoll Duale 4K Kamera weiß MLPG3ZD/A B-WARE","$660.35Fixed price","$6.260% Free shipping","11","$7,263.80","–","Mar 20, 2023"
"1700761440-2139","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 128GB Polarstern Weiß (NEU-OVP-Differenzbesteuert)Apple iPhone 13 128GB Polarstern Weiß (NEU-OVP-Differenzbesteuert)","$873.54Fixed price","$0.00100% Free shipping","10","$8,735.38","–","Nov 24, 2022"
"1700761440-2140","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 128GB Grün ---Apple Garantie + Garantie vom VerkäuferApple iPhone 13 128GB Grün ---Apple Garantie + Garantie vom Verkäufer","$798.37Fixed price","$0.00100% Free shipping","10","$7,983.73","–","Mar 27, 2023"
"1700761440-2141","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 128GB Schwarz---Apple Garantie + Garantie vom VerkäuferApple iPhone 13 128GB Schwarz---Apple Garantie + Garantie vom Verkäufer","$828.51Fixed price","$0.00100% Free shipping","10","$8,285.06","–","Feb 7, 2023"
