web-scraper-order,web-scraper-start-url,Listing,Price,Shipping,Total sold,Revenue,Bids,Date
"1700761291-1641","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini 256GB 5G (Product) Red Neu in White BoxApple iPhone 13 Mini 256GB 5G (Product) Red Neu in White Box","$804.55Fixed price","$0.00100% Free shipping","1","$804.55","–","May 31, 2023"
"1700761291-1642","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini - 256GB - Pink (Ohne Simlock) (Dual-SIM) NEUUU!!!Apple iPhone 13 mini - 256GB - Pink (Ohne Simlock) (Dual-SIM) NEUUU!!!","$694.79Fixed price","$5.880% Free shipping","1","$694.79","–","May 27, 2023"
"1700761291-1643","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini - 256GB - Rot (Ohne Simlock) (Dual-SIM)Apple iPhone 13 mini - 256GB - Rot (Ohne Simlock) (Dual-SIM)","$659.01Fixed price","$6.030% Free shipping","1","$659.01","–","Aug 10, 2023"
"1700761291-1644","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini - 256GB - Rot (Ohne Simlock) (Dual-SIM) 1A - TOP! ZustandApple iPhone 13 mini - 256GB - Rot (Ohne Simlock) (Dual-SIM) 1A - TOP! Zustand","$598.76Fixed price","$0.00100% Free shipping","1","$598.76","–","Oct 11, 2023"
"1700761291-1645","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 256GB Midnight (Ohne Simlock)Apple iPhone 13 mini 256GB Midnight (Ohne Simlock)","$266.59Auction","$5.240% Free shipping","1","$266.59","26","Oct 28, 2023"
"1700761291-1646","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini - 256GB - Midnight (Ohne Simlock) (Dual-SIM) ohne OVP!Apple iPhone 13 mini - 256GB - Midnight (Ohne Simlock) (Dual-SIM) ohne OVP!","$541.59Fixed price","$5.830% Free shipping","1","$541.59","–","Oct 31, 2023"
"1700761291-1647","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini (PRODUCT)RED - 256GB - (Ohne Simlock)Apple iPhone 13 mini (PRODUCT)RED - 256GB - (Ohne Simlock)","$778.57Fixed price","$5.490% Free shipping","1","$778.57","–","Sep 21, 2022"
"1700761291-1648","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini - 256GB - Grün (Ohne Simlock)Apple iPhone 13 mini - 256GB - Grün (Ohne Simlock)","$765.04Fixed price","$5.460% Free shipping","1","$765.04","–","Sep 8, 2022"
"1700761291-1649","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini - 256GB - Blau (Ohne Simlock)Apple iPhone 13 mini - 256GB - Blau (Ohne Simlock)","$538.81Auction","$5.380% Free shipping","1","$538.81","1","Oct 3, 2022"
"1700761291-1650","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size image19% MwSt. Apple iPhone 13 mini - 256GB - Mitternacht (Ohne Simlock) NEU19% MwSt. Apple iPhone 13 mini - 256GB - Mitternacht (Ohne Simlock) NEU","$870.30Fixed price","$0.00100% Free shipping","1","$870.30","–","Nov 5, 2022"
"1700761291-1651","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini - 256GB - Mitternacht (Ohne Simlock)Apple iPhone 13 mini - 256GB - Mitternacht (Ohne Simlock)","$661.64Auction","$5.460% Free shipping","1","$661.64","1","Oct 30, 2022"
"1700761291-1652","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 256GB Midnight iOS Smartphone sehr gutApple iPhone 13 mini 256GB Midnight iOS Smartphone sehr gut","$329.98Fixed price","$0.00100% Free shipping","1","$329.98","–","Nov 8, 2022"
"1700761291-1653","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini - 256GB - Rosé (Ohne Simlock)Apple iPhone 13 mini - 256GB - Rosé (Ohne Simlock)","$768.40Fixed price","$6.310% Free shipping","1","$768.40","–","Dec 11, 2022"
"1700761291-1654","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini (PRODUCT)RED - 256GB - (Ohne Simlock) NEUApple iPhone 13 mini (PRODUCT)RED - 256GB - (Ohne Simlock) NEU","$888.01Fixed price","$0.00100% Free shipping","1","$888.01","–","Jan 16, 2023"
"1700761291-1655","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size image✅WIE NEU✅ Apple iPhone 13 Mini - 256GB Polarstern (Ohne Simlock) ✅BLITZVERSAND✅✅WIE NEU✅ Apple iPhone 13 Mini - 256GB Polarstern (Ohne Simlock) ✅BLITZVERSAND✅","$709.96Fixed price","$0.00100% Free shipping","1","$709.96","–","Dec 28, 2022"
"1700761291-1656","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini - 256GB - Blau (Ohne Simlock) (Dual-SIM)Apple iPhone 13 mini - 256GB - Blau (Ohne Simlock) (Dual-SIM)","$709.32Auction","$2.500% Free shipping","1","$709.32","35","Apr 30, 2023"
"1700761291-1657","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini - 256GB - Blau (Ohne Simlock) (Dual-SIM)Apple iPhone 13 mini - 256GB - Blau (Ohne Simlock) (Dual-SIM)","$701.05Auction","$2.470% Free shipping","1","$701.05","30","Apr 30, 2023"
"1700761291-1658","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageB2 APPLE iPhone 13 mini 256 GB Mitternacht Dual SIMB2 APPLE iPhone 13 mini 256 GB Mitternacht Dual SIM","$695.12Fixed price","$0.00100% Free shipping","1","$695.12","–","Jun 30, 2023"
"1700761291-1659","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini - 256GB  - Rosa - Fachhändler - GewährleistungApple iPhone 13 mini - 256GB  - Rosa - Fachhändler - Gewährleistung","$628.46Fixed price","$0.00100% Free shipping","1","$628.46","–","Jul 15, 2023"
"1700761291-1660","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageAPPLE iPhone 13 mini 256 GB Mitternacht Dual SIM, Handy, SmartphoneAPPLE iPhone 13 mini 256 GB Mitternacht Dual SIM, Handy, Smartphone","$836.30Fixed price","$0.00100% Free shipping","1","$836.30","–","Aug 11, 2023"
"1700761291-1661","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini - 128GB - Blau (Ohne Simlock)Apple iPhone 13 mini - 128GB - Blau (Ohne Simlock)","$479.99Auction","$5.860% Free shipping","1","$479.99","65","Sep 18, 2023"
"1700761291-1662","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple Iphone 13 Mini Starlight 256 GB Gut erhalten Ohne Simlock BlitzversandApple Iphone 13 Mini Starlight 256 GB Gut erhalten Ohne Simlock Blitzversand","$685.51Fixed price","$0.00100% Free shipping","1","$685.51","–","May 12, 2022"
"1700761291-1663","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 256GB Dual-SIM schwarz ohne Vertrag MLK53ZDA - NeuApple iPhone 13 mini 256GB Dual-SIM schwarz ohne Vertrag MLK53ZDA - Neu","$916.30Fixed price","$0.00100% Free shipping","1","$916.30","–","Feb 18, 2022"
"1700761291-1664","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini 256 GB Red Rot Neu ungeöffnet Ohne Simlock Smartphone HandyApple iPhone 13 Mini 256 GB Red Rot Neu ungeöffnet Ohne Simlock Smartphone Handy","$918.65Fixed price","$0.00100% Free shipping","1","$918.65","–","Feb 19, 2022"
"1700761291-1665","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini 256 GB Midnight Schwarz Gut erhalten Handy Ohne Simlock Apple iPhone 13 Mini 256 GB Midnight Schwarz Gut erhalten Handy Ohne Simlock","$675.19Fixed price","$0.00100% Free shipping","1","$675.19","–","May 27, 2022"
"1700761291-1666","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 256GB blau Smartphone ohne Simlock Sehr Gut – RefurbishedApple iPhone 13 mini 256GB blau Smartphone ohne Simlock Sehr Gut – Refurbished","$652.31Fixed price","$0.00100% Free shipping","1","$652.31","–","Nov 1, 2022"
"1700761291-1667","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple Iphone 13 Mini Midnight 256 GB Neu ungeöffnet Ohne Simlock BlitzversandApple Iphone 13 Mini Midnight 256 GB Neu ungeöffnet Ohne Simlock Blitzversand","$776.60Fixed price","$0.00100% Free shipping","1","$776.60","–","Sep 9, 2022"
"1700761291-1668","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 256GB Dual-SIM schwarz Sehr Gut - RefurbishedApple iPhone 13 mini 256GB Dual-SIM schwarz Sehr Gut - Refurbished","$698.62Fixed price","$0.00100% Free shipping","1","$698.62","–","Sep 21, 2022"
"1700761291-1669","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 256GB ohne Simlock rose Sehr Gut - RefurbishedApple iPhone 13 mini 256GB ohne Simlock rose Sehr Gut - Refurbished","$659.00Fixed price","$0.00100% Free shipping","1","$659.00","–","Sep 24, 2022"
"1700761291-1670","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 256 GB Midnight Gebraucht Ohne Simlock Handy Ohne Simlock HandyApple iPhone 13 256 GB Midnight Gebraucht Ohne Simlock Handy Ohne Simlock Handy","$780.48Fixed price","$0.00100% Free shipping","1","$780.48","–","Nov 26, 2022"
"1700761291-1671","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini Midnight 256GB Neu ungeöffnet Ohne Simlock HändlerApple iPhone 13 Mini Midnight 256GB Neu ungeöffnet Ohne Simlock Händler","$757.02Fixed price","$0.00100% Free shipping","1","$757.02","–","Sep 25, 2022"
"1700761291-1672","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 256 GB Midnight Gut Ohne Simlock Handy Ohne Simlock HandyApple iPhone 13 256 GB Midnight Gut Ohne Simlock Handy Ohne Simlock Handy","$790.90Fixed price","$0.00100% Free shipping","1","$790.90","–","Dec 9, 2022"
"1700761291-1673","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini 256 GB Midnight Schwarz Wie Neu Handy Ohne Simlock Handy Apple iPhone 13 Mini 256 GB Midnight Schwarz Wie Neu Handy Ohne Simlock Handy","$716.52Fixed price","$0.00100% Free shipping","1","$716.52","–","Sep 23, 2022"
"1700761291-1674","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Mini 256 GB Blue Blau Gut erhalten Ohne Simlock Smartphone HandyApple iPhone 13 Mini 256 GB Blue Blau Gut erhalten Ohne Simlock Smartphone Handy","$729.95Fixed price","$0.00100% Free shipping","1","$729.95","–","Nov 8, 2022"
"1700761291-1675","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+mini&aspect=Speicherkapazit%C3%A4t%3A%3A%3A256+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 mini 256 GB Polarstern MLK63ZD/AApple iPhone 13 mini 256 GB Polarstern MLK63ZD/A","$997.47Fixed price","$0.00100% Free shipping","1","$997.47","–","Aug 6, 2023"
